entry_id,file_id,att_id,hours,rate,amount,description,entry_date
BL-211557,MAT-2383,AT-004,2.1,375,787.5,Reviewed contract,23/06/21
BL-972466,MAT-2384,AT-010,6.7,300,2010.0,Research,28/01/2022
BL-485496,MAT-2385,AT-009,1.3,250,"""325.00""",Reviewed contract,2025-05-23
BL-238038,MAT-2386,AT-004,7.8,300,,Client call,05/12/2020
BL-516505,MAT-2387,AT-009,2.0,375,750.0,Reviewed contract,16/05/2025
BL-219210,MAT-2388,AT-003,7.1,300,"$2,130.00",Court appearance,1724315680
BL-956633,MAT-2389,AT-007,4.3,250,,Negotiation,21/05/2025
BL-288820,MAT-2390,AT-008,5.5,375,,Document review,1610526880
BL-193991,MAT-2391,AT-009,1.2,375,450.0,Client call,09-Mar-2021
BL-622869,MAT-2392,AT-008,7.6,300,,Drafted motion,06-Nov-2025
BL-597361,MAT-2393,AT-004,9.9,375,3712.5,Reviewed contract,2024-11-18
BL-326042,MAT-2394,AT-002,7.2,375,2700.0,Document review,20-Mar-2021
BL-759627,MAT-2395,AT-002,8.4,300,"""2,520.00""",Client call,20-Oct-2025
BL-500336,MAT-2396,AT-010,4.9,375,,Document review,1738658080
BL-331803,MAT-2397,AT-005,6.0,250,"1,500",Reviewed contract,1748421280
BL-651502,MAT-2398,AT-010,2.6,300,$780.00,Research,2025-11-17
BL-748498,MAT-2399,AT-006,1.3,250,325.0,Client call,2022-05-22
BL-564827,MAT-2400,AT-007,8.7,250,,Negotiation,2025-11-23
BL-506584,MAT-2401,AT-007,5.8,300,,Court appearance,05/03/24
BL-934575,MAT-2402,AT-001,9.3,375,"3,488",Negotiation,17/03/2025
BL-973806,MAT-2403,AT-002,5.4,375,,Court appearance,13/09/22
BL-337318,MAT-2404,AT-005,2.9,300,"""870.00""",Reviewed contract,02/02/24
BL-991961,MAT-2405,AT-005,5.2,300,,Prepared discovery,1749976480
BL-994914,MAT-2406,AT-004,6.7,300,,Prepared discovery,2025-10-10
BL-527993,MAT-2407,AT-001,9.5,300,,Document review,21/04/25
BL-303129,MAT-2408,AT-002,9.0,250,,Drafted motion,1686990880
BL-544049,MAT-2409,AT-009,9.3,250,,Negotiation,02/03/2025
BL-932326,MAT-2410,AT-006,8.0,375,,Client call,12-Mar-2021
BL-861943,MAT-2411,AT-001,8.2,300,,Negotiation,1757666080
BL-192645,MAT-2412,AT-003,8.4,300,,Court appearance,23-Dec-2023
BL-205735,MAT-2413,AT-007,3.5,300,"$1,050.00",Court appearance,1683621280
BL-910611,MAT-2414,AT-002,9.7,250,2425.0,Prepared discovery,2025-09-13
BL-647680,MAT-2415,AT-001,7.1,375,,Client call,1629189280
BL-614361,MAT-2416,AT-010,8.2,300,"€2,460",Prepared discovery,22/11/23
BL-461963,MAT-2417,AT-008,4.5,300,1350.0,Reviewed contract,06/12/21
BL-464083,MAT-2418,AT-010,8.1,375,,Document review,1669883680
BL-168766,MAT-2419,AT-009,4.6,375,"$1,725.00",Client call,14/09/21
BL-393873,MAT-2420,AT-003,2.0,375,750.0,Negotiation,21/11/22
BL-966318,MAT-2421,AT-002,7.1,250,1775.0,Drafted motion,04/12/2021
BL-670564,MAT-2422,AT-010,8.4,250,2100.0,Reviewed contract,06/05/24
BL-613789,MAT-2423,AT-007,3.8,300,1140.0,Reviewed contract,28-Apr-2025
BL-553668,MAT-2424,AT-006,7.5,250,"1,875",Research,2023-05-25
BL-805244,MAT-2425,AT-010,0.9,300,€270,Reviewed contract,12/02/2025
BL-691006,MAT-2426,AT-001,3.1,250,,Court appearance,12/07/2022
BL-216831,MAT-2427,AT-009,7.8,375,,Court appearance,23/12/2020
BL-296802,MAT-2428,AT-007,1.8,375,,Court appearance,22/06/25
BL-507741,MAT-2429,AT-008,6.9,300,"€2,070",Drafted motion,14-May-2023
BL-294213,MAT-2430,AT-010,4.4,375,,Document review,1645518880
BL-753035,MAT-2431,AT-002,3.9,300,,Negotiation,2022-11-22
BL-804239,MAT-2432,AT-005,1.4,250,$350,Document review,1706603680
BL-137168,MAT-2433,AT-006,0.9,375,337.5,Negotiation,10-Jan-2024
BL-550842,MAT-2434,AT-003,3.0,375,,Drafted motion,14/11/2022
BL-658744,MAT-2435,AT-007,4.7,375,1762.5,Research,27/01/21
BL-701862,MAT-2436,AT-002,9.2,250,2300,Negotiation,2025-07-27
BL-413320,MAT-2437,AT-003,0.7,250,,Document review,25/03/2021
BL-424698,MAT-2438,AT-004,5.7,375,2137.5,Prepared discovery,10-Nov-2022
BL-117459,MAT-2439,AT-005,4.2,300,,Negotiation,06/12/22
BL-934057,MAT-2440,AT-006,8.5,250,2125.0,Client call,1692002080
BL-338272,MAT-2441,AT-004,1.0,375,"""375.00""",Reviewed contract,24-Jul-2024
BL-424939,MAT-2442,AT-007,6.7,300,2010.0,Client call,2021-08-25
BL-722714,MAT-2443,AT-006,3.3,375,1237.5,Court appearance,1665131680
BL-582865,MAT-2444,AT-004,1.0,300,300.0,Reviewed contract,15/09/2022
BL-740507,MAT-2445,AT-009,8.5,300,2550.0,Court appearance,1685694880
BL-120121,MAT-2446,AT-010,6.0,250,1500.0,Drafted motion,13-Sep-2021
BL-523591,MAT-2447,AT-003,3.5,375,1312.5,Court appearance,04/03/2025
BL-135306,MAT-2448,AT-003,5.5,300,,Negotiation,01-Sep-2021
BL-491769,MAT-2449,AT-001,0.7,250,175.0,Document review,01-Apr-2024
BL-547151,MAT-2450,AT-007,7.0,250,1750.0,Research,1635928480
BL-491077,MAT-2451,AT-007,2.0,250,$500.00,Reviewed contract,31-Dec-2024
BL-666940,MAT-2452,AT-010,2.2,375,825.0,Client call,03-Oct-2022
BL-303302,MAT-2453,AT-008,0.8,375,,Client call,1651048480
BL-836529,MAT-2454,AT-001,9.7,375,,Negotiation,18/11/24
BL-260072,MAT-2455,AT-005,5.4,375,2025.0,Client call,1617611680
BL-605023,MAT-2456,AT-006,4.5,300,,Document review,24-Oct-2023
BL-314439,MAT-2457,AT-003,3.1,300,,Document review,16/01/2025
BL-733678,MAT-2458,AT-009,9.7,375,3637,Reviewed contract,10-Dec-2020
BL-599389,MAT-2459,AT-005,4.7,300,"€1,410",Research,15/02/2022
BL-489772,MAT-2460,AT-007,8.3,300,,Drafted motion,27/07/21
BL-390495,MAT-2461,AT-003,4.8,250,,Document review,03/10/23
BL-988627,MAT-2462,AT-010,6.9,300,2070.0,Drafted motion,07/09/23
BL-799427,MAT-2463,AT-009,5.2,250,,Research,1745570080
BL-603885,MAT-2464,AT-009,4.2,300,,Drafted motion,1716194080
BL-797448,MAT-2465,AT-008,4.7,300,,Court appearance,1627029280
BL-790944,MAT-2466,AT-002,9.6,250,,Client call,1752741280
BL-993978,MAT-2467,AT-003,5.2,375,,Court appearance,11/08/2025
BL-630072,MAT-2468,AT-009,6.9,300,2070.0,Document review,28-Oct-2021
BL-819373,MAT-2469,AT-001,6.8,300,"""2,040.00""",Negotiation,02/12/22
BL-251248,MAT-2470,AT-002,4.3,300,,Court appearance,1706171680
BL-999213,MAT-2471,AT-006,7.8,300,2340.0,Client call,09-Jun-2025
BL-175231,MAT-2472,AT-004,7.3,250,,Negotiation,1654331680
BL-793036,MAT-2473,AT-009,4.6,250,1150.0,Document review,2023-06-21
BL-618148,MAT-2474,AT-001,8.1,375,,Research,1664354080
BL-585609,MAT-2475,AT-001,1.5,375,562.5,Research,06/11/23
BL-506488,MAT-2476,AT-005,1.2,250,"""300.00""",Document review,03/10/23
BL-821713,MAT-2477,AT-010,3.9,300,"$1,170",Negotiation,2021-06-20
BL-497818,MAT-2478,AT-009,2.8,250,,Prepared discovery,2025-01-10
BL-186551,MAT-2479,AT-004,6.7,375,2512.5,Reviewed contract,01-Aug-2025
BL-729942,MAT-2480,AT-009,1.0,375,€375,Document review,09-Jun-2023
BL-477392,MAT-2481,AT-008,7.0,250,1750.0,Document review,25/01/22
BL-687623,MAT-2482,AT-003,2.7,375,,Drafted motion,2024-11-11
BL-676503,MAT-2483,AT-004,4.5,375,1687.5,Document review,03-Jun-2022
BL-716166,MAT-2484,AT-009,6.6,375,,Document review,1695630880
BL-316336,MAT-2485,AT-003,6.0,300,"""1,800.00""",Research,1674290080
BL-248557,MAT-2486,AT-008,1.5,375,,Client call,22/04/23
BL-372022,MAT-2487,AT-005,4.2,375,,Document review,20/12/2023
BL-861550,MAT-2488,AT-001,6.2,300,,Court appearance,11-May-2021
BL-590074,MAT-2489,AT-009,2.4,250,600,Court appearance,1738571680
BL-855497,MAT-2490,AT-006,5.3,375,"""1,987.50""",Negotiation,03-Dec-2024
BL-507728,MAT-2491,AT-004,1.3,375,,Document review,2021-06-14
BL-707355,MAT-2492,AT-003,4.9,375,1837.5,Client call,28/01/2022
BL-640722,MAT-2493,AT-002,7.0,250,1750.0,Prepared discovery,15-Sep-2025
BL-787682,MAT-2494,AT-002,9.9,375,"$3,712",Research,24/06/2025
BL-392435,MAT-2495,AT-001,3.6,250,900.0,Court appearance,02/03/22
BL-612286,MAT-2496,AT-001,0.5,375,187,Negotiation,2023-02-15
BL-744338,MAT-2497,AT-001,7.6,250,"€1,900",Prepared discovery,2025-01-11
BL-598923,MAT-2498,AT-004,3.2,300,$960,Document review,1722155680
BL-369049,MAT-2499,AT-009,3.4,300,1020.0,Client call,26/06/25
BL-328872,MAT-2500,AT-004,5.7,375,2137.5,Research,1621154080
BL-849994,MAT-2501,AT-007,9.6,300,"€2,880",Client call,11/08/2025
BL-459508,MAT-2502,AT-009,2.2,375,€825,Court appearance,14-Dec-2020
BL-731782,MAT-2503,AT-010,4.5,250,1125.0,Prepared discovery,25/05/24
BL-813398,MAT-2504,AT-002,1.9,300,570.0,Client call,17/10/21
BL-121978,MAT-2505,AT-008,5.7,300,"""1,710.00""",Drafted motion,2025-03-15
BL-795185,MAT-2506,AT-007,4.8,250,,Negotiation,15/02/23
BL-982532,MAT-2507,AT-005,2.9,375,"€1,088",Research,26-Mar-2024
BL-785859,MAT-2508,AT-010,9.7,250,"$2,425.00",Drafted motion,1723797280
BL-939295,MAT-2509,AT-009,8.4,250,2100.0,Drafted motion,21-Feb-2022
BL-264955,MAT-2510,AT-007,8.1,300,,Court appearance,13-Dec-2020
BL-548186,MAT-2511,AT-009,3.2,375,1200.0,Client call,11/12/2021
BL-115270,MAT-2512,AT-004,8.6,375,"€3,225",Research,04/02/23
BL-496375,MAT-2513,AT-004,7.0,375,2625.0,Negotiation,1702715680
BL-764634,MAT-2514,AT-002,6.3,300,,Document review,2024-11-19
BL-281396,MAT-2515,AT-004,5.7,300,,Prepared discovery,2021-02-16
BL-612349,MAT-2516,AT-004,4.6,300,1380.0,Document review,1663922080
BL-780166,MAT-2517,AT-010,8.3,375,,Reviewed contract,2021-11-01
BL-690557,MAT-2518,AT-007,6.8,300,,Client call,27/09/21
BL-462274,MAT-2519,AT-007,1.9,375,712.5,Research,2021-07-01
BL-181062,MAT-2520,AT-002,8.9,375,3337.5,Negotiation,2025-11-21
BL-142035,MAT-2521,AT-009,8.8,250,2200.0,Prepared discovery,11/08/25
BL-886222,MAT-2522,AT-003,0.9,375,€338,Client call,1662712480
BL-903563,MAT-2523,AT-001,5.5,375,2062,Reviewed contract,2024-04-14
BL-990545,MAT-2524,AT-008,1.6,250,,Drafted motion,25/04/24
BL-376363,MAT-2525,AT-008,8.3,375,"$3,112.50",Drafted motion,10/08/21
BL-695306,MAT-2526,AT-001,8.0,300,"€2,400",Research,04/08/2025
BL-656639,MAT-2527,AT-009,4.0,375,1500.0,Court appearance,1626770080
BL-306416,MAT-2528,AT-002,4.5,250,,Research,15-Aug-2025
BL-456799,MAT-2529,AT-001,4.2,250,1050.0,Prepared discovery,04-Oct-2021
BL-261987,MAT-2530,AT-005,9.2,375,,Court appearance,04-Jul-2022
BL-552219,MAT-2531,AT-005,4.1,300,,Court appearance,20-Apr-2023
BL-531735,MAT-2532,AT-010,8.6,250,,Document review,27-Dec-2024
BL-108764,MAT-2533,AT-001,0.5,250,125,Drafted motion,24/09/24
BL-569076,MAT-2534,AT-009,3.1,375,1162.5,Drafted motion,27/10/2025
BL-951159,MAT-2535,AT-003,2.3,250,,Prepared discovery,05/02/2024
BL-823312,MAT-2536,AT-004,2.6,300,780.0,Prepared discovery,26/04/22
BL-855685,MAT-2537,AT-004,3.1,250,775.0,Drafted motion,1704011680
BL-617798,MAT-2538,AT-007,4.0,375,1500.0,Court appearance,2021-05-08
BL-832234,MAT-2539,AT-001,0.8,300,,Drafted motion,1613810080
BL-270581,MAT-2540,AT-005,5.2,250,"$1,300",Client call,30/05/2022
BL-797002,MAT-2541,AT-010,1.3,250,,Prepared discovery,1694766880
BL-336236,MAT-2542,AT-002,9.6,375,,Research,14/05/2022
BL-150165,MAT-2543,AT-001,5.3,300,"""1,590.00""",Negotiation,03-Aug-2021
BL-203297,MAT-2544,AT-004,1.5,250,375.0,Prepared discovery,02/11/2024
BL-394515,MAT-2545,AT-005,2.9,375,,Research,29/10/25
BL-761665,MAT-2546,AT-009,1.3,375,€488,Research,2021-11-28
BL-675835,MAT-2547,AT-005,2.2,250,€550,Prepared discovery,29-Aug-2023
BL-575603,MAT-2548,AT-001,1.1,300,,Client call,2024-08-20
BL-170020,MAT-2549,AT-001,4.5,250,"""1,125.00""",Court appearance,02/09/2025
BL-610017,MAT-2550,AT-002,2.2,375,825.0,Client call,23/06/2025
BL-263361,MAT-2551,AT-007,2.1,375,"""787.50""",Negotiation,18/04/2023
BL-734886,MAT-2552,AT-010,7.6,300,,Reviewed contract,1711442080
BL-746172,MAT-2553,AT-007,0.6,300,180.0,Court appearance,29/08/2023
BL-295948,MAT-2554,AT-009,6.0,250,,Reviewed contract,1679560480
BL-418998,MAT-2555,AT-004,3.9,250,975,Reviewed contract,21/08/22
BL-307826,MAT-2556,AT-007,2.4,300,,Prepared discovery,1675845280
BL-706984,MAT-2557,AT-002,5.4,300,1620,Drafted motion,1647938080
BL-671967,MAT-2558,AT-007,2.6,300,780,Document review,10-Jun-2021
BL-799928,MAT-2559,AT-003,2.1,300,,Prepared discovery,09/01/24
BL-157116,MAT-2560,AT-001,2.4,300,,Reviewed contract,13/03/2022
BL-914845,MAT-2561,AT-008,4.0,375,"€1,500",Client call,29/06/2024
BL-201574,MAT-2562,AT-001,5.3,300,,Client call,16/04/24
BL-189593,MAT-2563,AT-010,8.4,250,"$2,100",Negotiation,1636360480
BL-630657,MAT-2564,AT-004,3.2,300,960.0,Client call,23/02/2025
BL-193254,MAT-2565,AT-007,6.8,250,1700.0,Negotiation,2023-05-21
BL-107095,MAT-2566,AT-004,3.2,250,$800,Reviewed contract,2023-03-01
BL-622301,MAT-2567,AT-005,3.5,300,,Drafted motion,2023-04-06
BL-626354,MAT-2568,AT-005,6.6,250,1650.0,Reviewed contract,2021-06-23
BL-966295,MAT-2569,AT-002,2.7,250,$675.00,Prepared discovery,15/11/2021
BL-717368,MAT-2570,AT-001,2.9,250,725.0,Drafted motion,24/05/2025
BL-269517,MAT-2571,AT-002,3.9,375,"$1,462",Drafted motion,1661934880
BL-254408,MAT-2572,AT-005,3.2,375,1200,Negotiation,07-Dec-2021
BL-495751,MAT-2573,AT-002,5.4,375,,Document review,2023-07-12
BL-491437,MAT-2574,AT-009,7.6,250,,Client call,1694334880
BL-424606,MAT-2575,AT-008,8.9,375,"3,338",Drafted motion,2024-04-14
BL-732561,MAT-2576,AT-003,7.1,375,2662.5,Reviewed contract,24/01/21
BL-647536,MAT-2577,AT-003,8.5,300,,Research,1689928480
BL-660665,MAT-2578,AT-010,4.1,250,1025,Prepared discovery,21/10/2023
BL-708458,MAT-2579,AT-002,4.2,375,"€1,575",Prepared discovery,1635669280
BL-806799,MAT-2580,AT-001,6.9,375,2587,Court appearance,1641458080
BL-929689,MAT-2581,AT-005,9.3,375,"3,488",Court appearance,1698914080
BL-795843,MAT-2582,AT-006,6.2,300,1860.0,Negotiation,27/06/2023
BL-116435,MAT-2583,AT-001,9.1,300,,Reviewed contract,24/10/21
BL-301475,MAT-2584,AT-004,7.9,250,"$1,975",Client call,1664440480
BL-909844,MAT-2585,AT-005,7.1,375,,Prepared discovery,27/06/2023
BL-523979,MAT-2586,AT-006,4.8,300,"1,440",Client call,21-Apr-2022
BL-980924,MAT-2587,AT-007,0.5,375,$187.50,Research,17/01/25
BL-241870,MAT-2588,AT-002,2.9,250,,Research,14/01/2023
BL-712145,MAT-2589,AT-003,8.1,375,,Reviewed contract,30/12/24
BL-717005,MAT-2590,AT-006,3.7,300,1110.0,Court appearance,14/06/2022
BL-648009,MAT-2591,AT-009,2.5,375,,Reviewed contract,17/06/2023
BL-860861,MAT-2592,AT-002,8.4,375,3150.0,Reviewed contract,2023-07-31
BL-462592,MAT-2593,AT-005,2.6,300,,Document review,1654072480
BL-425354,MAT-2594,AT-008,0.5,375,€188,Document review,1668846880
BL-230071,MAT-2595,AT-002,7.2,250,,Document review,02-Jul-2022
BL-968982,MAT-2596,AT-010,4.1,300,,Client call,2023-07-20
BL-746959,MAT-2597,AT-005,1.5,250,$375,Court appearance,2023-05-14
BL-630000,MAT-2598,AT-010,4.1,375,,Negotiation,07/08/25
BL-249607,MAT-2599,AT-002,4.0,300,1200.0,Court appearance,27/05/2023
BL-180345,MAT-2600,AT-009,4.9,300,"""1,470.00""",Drafted motion,17/11/2025
BL-700067,MAT-2601,AT-010,2.0,250,,Negotiation,18/05/2021
BL-677053,MAT-2602,AT-001,1.9,250,,Client call,1746088480
BL-133927,MAT-2603,AT-006,0.8,300,240.0,Court appearance,1745310880
BL-349479,MAT-2604,AT-005,1.4,300,"""420.00""",Document review,04-Jun-2025
BL-481906,MAT-2605,AT-005,3.6,250,$900,Client call,05-Feb-2021
BL-715520,MAT-2606,AT-002,4.4,300,"€1,320",Drafted motion,1702888480
BL-302779,MAT-2607,AT-001,7.1,300,"2,130",Client call,12-Aug-2024
BL-633695,MAT-2608,AT-007,3.7,250,925.0,Negotiation,07-Apr-2024
BL-288071,MAT-2609,AT-006,8.5,250,"$2,125.00",Drafted motion,28-Sep-2022
BL-342224,MAT-2610,AT-007,3.0,250,,Court appearance,1649406880
BL-985181,MAT-2611,AT-008,5.1,375,"$1,912",Drafted motion,2021-04-23
BL-423945,MAT-2612,AT-006,1.9,300,570.0,Court appearance,18-May-2024
BL-326568,MAT-2613,AT-006,9.2,375,3450.0,Reviewed contract,03-Mar-2022
BL-870568,MAT-2614,AT-002,8.4,300,2520.0,Reviewed contract,10/12/2020
BL-260868,MAT-2615,AT-010,7.3,375,2737.5,Court appearance,17/11/23
BL-577901,MAT-2616,AT-002,1.0,300,$300,Drafted motion,24-Jan-2021
BL-889432,MAT-2617,AT-004,9.7,300,,Negotiation,06/12/2021
BL-688162,MAT-2618,AT-002,6.0,250,,Reviewed contract,2023-11-20
BL-501805,MAT-2619,AT-004,2.8,375,"$1,050",Prepared discovery,23/03/22
BL-433269,MAT-2620,AT-010,10.0,250,,Court appearance,2023-11-23
BL-216520,MAT-2621,AT-010,2.1,300,,Drafted motion,18/02/25
BL-102726,MAT-2622,AT-001,4.6,250,,Drafted motion,17/01/2023
BL-278217,MAT-2623,AT-005,4.0,300,"$1,200.00",Negotiation,1663662880
BL-519410,MAT-2624,AT-002,7.0,375,,Court appearance,2025-11-15
BL-199496,MAT-2625,AT-008,1.8,250,€450,Client call,21/08/2024
BL-228838,MAT-2626,AT-004,7.5,300,2250.0,Client call,16-Jun-2025
BL-552744,MAT-2627,AT-003,7.3,375,,Negotiation,19-Nov-2021
BL-471247,MAT-2628,AT-001,7.8,375,2925.0,Reviewed contract,12-Sep-2022
BL-931912,MAT-2629,AT-008,6.8,250,,Court appearance,31/10/2022
BL-664406,MAT-2630,AT-003,1.2,375,"""450.00""",Prepared discovery,16/04/2024
BL-268871,MAT-2631,AT-002,4.3,300,1290.0,Prepared discovery,26/07/22
BL-648599,MAT-2632,AT-007,8.6,300,2580.0,Negotiation,29/12/20
BL-328277,MAT-2633,AT-003,9.6,300,2880.0,Prepared discovery,1613118880
BL-683231,MAT-2634,AT-004,4.2,375,"""1,575.00""",Drafted motion,2025-01-11
BL-407870,MAT-2635,AT-006,10.0,375,"3,750",Negotiation,1620722080
BL-464035,MAT-2636,AT-010,0.6,300,180.0,Negotiation,1714552480
BL-544867,MAT-2637,AT-005,2.5,300,"""750.00""",Drafted motion,24/11/2025
BL-414098,MAT-2638,AT-001,4.2,300,1260.0,Prepared discovery,06/09/21
BL-707153,MAT-2639,AT-004,6.5,300,,Document review,26/03/2021
BL-891457,MAT-2640,AT-004,3.1,300,930,Drafted motion,07-Sep-2022
BL-105411,MAT-2641,AT-009,6.7,375,"""2,512.50""",Negotiation,1679214880
BL-242911,MAT-2642,AT-009,7.9,375,2962.5,Research,1646296480
BL-544090,MAT-2643,AT-003,3.8,375,"€1,425",Reviewed contract,03/05/25
BL-296293,MAT-2644,AT-001,3.4,375,"$1,275.00",Negotiation,07/06/2023
BL-399115,MAT-2645,AT-009,9.3,250,,Document review,06/01/23
BL-550521,MAT-2646,AT-002,3.8,375,"""1,425.00""",Client call,20/11/2025
BL-239994,MAT-2647,AT-001,8.7,375,3262.5,Reviewed contract,1674635680
BL-772523,MAT-2648,AT-009,8.6,375,,Prepared discovery,16/12/24
BL-473730,MAT-2649,AT-003,6.4,250,1600.0,Document review,13-Aug-2021
BL-811706,MAT-2650,AT-005,5.2,250,1300.0,Client call,1755851680
BL-916365,MAT-2651,AT-010,1.7,375,637.5,Reviewed contract,2024-12-23
BL-116209,MAT-2652,AT-003,2.1,375,"""787.50""",Prepared discovery,09/03/2021
BL-928023,MAT-2653,AT-010,8.4,375,,Client call,20-Jan-2024
BL-321958,MAT-2654,AT-003,4.6,250,"$1,150",Client call,2024-12-02
BL-677712,MAT-2655,AT-001,8.6,300,2580.0,Negotiation,27/04/22
BL-604543,MAT-2656,AT-009,1.5,250,,Research,23-Aug-2025
BL-255631,MAT-2657,AT-005,4.1,375,1537.5,Research,2021-04-23
BL-667651,MAT-2658,AT-006,1.6,300,480.0,Drafted motion,17/07/2021
BL-536886,MAT-2659,AT-007,9.6,250,,Negotiation,19-Jan-2022
BL-214915,MAT-2660,AT-002,7.9,250,1975.0,Research,1661502880
BL-410060,MAT-2661,AT-009,7.3,250,"€1,825",Negotiation,19/03/2025
BL-805857,MAT-2662,AT-001,7.7,250,"1,925",Research,17/07/2022
BL-392850,MAT-2663,AT-009,7.1,300,,Client call,1641026080
BL-667257,MAT-2664,AT-007,6.5,250,1625.0,Research,02/03/2024
BL-823396,MAT-2665,AT-006,6.9,375,2587.5,Research,01/06/2021
BL-416690,MAT-2666,AT-008,6.9,375,"$2,587.50",Negotiation,2025-08-18
BL-729347,MAT-2667,AT-002,7.5,375,2812.5,Reviewed contract,13/08/24
BL-521121,MAT-2668,AT-004,9.1,375,"€3,412",Prepared discovery,11/04/25
BL-311807,MAT-2669,AT-005,0.6,300,,Drafted motion,30/10/2023
BL-777086,MAT-2670,AT-007,4.5,250,,Document review,1646642080
BL-159214,MAT-2671,AT-007,1.5,300,450.0,Document review,06/02/2025
BL-896757,MAT-2672,AT-009,6.4,300,1920.0,Document review,27/07/2022
BL-255133,MAT-2673,AT-007,3.6,375,1350.0,Research,05/04/25
BL-513050,MAT-2674,AT-007,4.5,375,1687.5,Drafted motion,10/05/24
BL-927346,MAT-2675,AT-008,9.1,250,,Reviewed contract,29/12/2021
BL-160915,MAT-2676,AT-002,8.3,250,2075.0,Court appearance,12/07/24
BL-386998,MAT-2677,AT-005,2.7,300,,Research,01-Aug-2021
BL-184192,MAT-2678,AT-009,6.3,375,"2,362",Drafted motion,27/04/2022
BL-785690,MAT-2679,AT-006,8.7,250,"$2,175.00",Negotiation,26-Jul-2022
BL-350020,MAT-2680,AT-007,6.0,250,,Client call,28-May-2024
BL-659770,MAT-2681,AT-010,2.4,300,720.0,Document review,22/08/2025
BL-172845,MAT-2682,AT-001,9.6,300,,Research,2023-09-03
BL-732163,MAT-2683,AT-009,7.2,250,1800,Client call,09/06/2025
BL-895157,MAT-2684,AT-003,4.2,300,1260.0,Document review,2025-10-27
BL-568666,MAT-2685,AT-006,0.5,375,187,Reviewed contract,2022-03-30
BL-640952,MAT-2686,AT-002,1.1,300,330.0,Drafted motion,1754469280
BL-754151,MAT-2687,AT-007,4.0,250,1000.0,Research,11/07/2022
BL-501069,MAT-2688,AT-006,2.5,300,"""750.00""",Document review,02-Sep-2022
BL-847421,MAT-2689,AT-009,2.4,250,,Drafted motion,1671698080
BL-503928,MAT-2690,AT-006,2.9,375,,Client call,2024-06-26
BL-931571,MAT-2691,AT-003,7.8,300,,Drafted motion,17/11/2025
BL-494152,MAT-2692,AT-004,2.2,250,550.0,Negotiation,2025-09-11
BL-614357,MAT-2693,AT-009,1.6,375,,Court appearance,13/03/25
BL-442948,MAT-2694,AT-006,9.2,375,,Drafted motion,11/06/2025
BL-781867,MAT-2695,AT-002,2.1,300,$630.00,Negotiation,2023-07-28
BL-672017,MAT-2696,AT-001,4.8,375,"$1,800",Document review,1709541280
BL-591044,MAT-2697,AT-007,7.9,250,1975.0,Reviewed contract,29-Jun-2024
BL-737813,MAT-2698,AT-008,8.9,300,"$2,670",Negotiation,26-May-2025
BL-412747,MAT-2699,AT-006,5.7,300,"1,710",Research,2025-06-05
BL-366617,MAT-2700,AT-010,8.6,375,,Reviewed contract,07-Mar-2021
BL-129414,MAT-2701,AT-010,9.6,300,"""2,880.00""",Document review,21/04/2022
BL-543315,MAT-2702,AT-003,6.7,300,"$2,010.00",Prepared discovery,10-Apr-2021
BL-358121,MAT-2703,AT-009,9.1,375,3412.5,Negotiation,04/05/2021
BL-932318,MAT-2704,AT-001,4.8,300,1440,Court appearance,02-Oct-2021
BL-835649,MAT-2705,AT-003,8.5,375,3187.5,Document review,2024-11-24
BL-978460,MAT-2706,AT-006,5.1,375,1912,Negotiation,13/11/2025
BL-168892,MAT-2707,AT-002,10.0,300,"$3,000.00",Research,1630658080
BL-677411,MAT-2708,AT-004,4.6,300,"1,380",Reviewed contract,17/02/2022
BL-151181,MAT-2709,AT-002,5.9,250,1475,Negotiation,31/03/25
BL-316339,MAT-2710,AT-010,6.6,300,1980.0,Prepared discovery,1690360480
BL-759803,MAT-2711,AT-008,2.1,300,630.0,Research,14/01/24
BL-233351,MAT-2712,AT-007,1.4,300,420.0,Document review,2025-02-25
BL-804135,MAT-2713,AT-009,1.7,250,425.0,Prepared discovery,2022-04-23
BL-274138,MAT-2714,AT-006,8.7,375,,Client call,1756974880
BL-593927,MAT-2715,AT-005,0.7,300,€210,Drafted motion,12/11/22
BL-343740,MAT-2716,AT-002,7.7,300,,Court appearance,06/04/24
BL-439472,MAT-2717,AT-007,2.2,375,,Negotiation,2024-01-06
BL-914375,MAT-2718,AT-009,3.0,250,,Client call,18/10/23
BL-216137,MAT-2719,AT-006,1.9,375,,Court appearance,1719822880
BL-888186,MAT-2720,AT-002,4.1,250,1025.0,Client call,21/11/21
BL-268802,MAT-2721,AT-002,4.6,375,1725.0,Reviewed contract,21/04/2023
BL-263517,MAT-2722,AT-002,8.4,300,,Research,2023-03-05
BL-240345,MAT-2723,AT-006,1.5,250,375.0,Client call,10-Dec-2020
BL-115956,MAT-2724,AT-002,5.0,375,"""1,875.00""",Drafted motion,05-Aug-2022
BL-760078,MAT-2725,AT-006,8.9,300,"€2,670",Court appearance,28/08/22
BL-460524,MAT-2726,AT-004,4.4,250,,Drafted motion,13/03/23
BL-145303,MAT-2727,AT-004,3.4,300,1020.0,Negotiation,1642149280
BL-457339,MAT-2728,AT-007,3.8,375,1425.0,Prepared discovery,01/10/24
BL-293898,MAT-2729,AT-005,9.8,250,"$2,450.00",Client call,1685003680
BL-426226,MAT-2730,AT-004,9.9,375,"€3,712",Client call,2021-10-16
