client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-2267,Technology Solutions Inc,Finance,96666383,+1-341-646-5362,14/03/2019
CL-2268,Automotive Systems,Real Estate,"""97,771,799.00""",472.335.2724,2017-08-21
CL-2269,Telecommunications Group LLC,Insurance,"$78,574,875",(575) 708-1000,02/04/24
CL-2270,Automotive Partners,Technology,"$29,356,463",+1-485-681-3910,2016-07-24
CL-2271,Telecommunications Systems,Real Estate,"€25,530,735",+1-468-934-8415,1705134879
CL-2272,Real Estate Solutions Inc,Automotive,"€48,168,440",(914) 971-1966,14/07/2019
CL-2273,Insurance Solutions Inc,Transportation,43276352,282.965.1714,03/10/23
CL-2274,Healthcare Partners,Real Estate,"$43,132,300.00",(204) 695-5201,17-Mar-2018
CL-2275,Aerospace International,Insurance,"56,459,350",786.418.7752,1552206879
CL-2276,Banking Solutions Inc,Construction,"$97,764,319",(685) 407-6093,25-Jan-2020
CL-2277,Manufacturing International,Finance,"€55,127,552",387.270.8672,09-May-2023
CL-2278,Construction Group LLC,Manufacturing,72127300,(479) 758-8133,28/02/2025
CL-2279,Technology Holdings Corp,Banking,"68,562,496",+1-510-381-6208,26/08/23
CL-2280,Manufacturing Solutions Inc,Manufacturing,"€60,637,432",251-602-6899,26-Sep-2022
CL-2281,Aerospace Group LLC,Retail,"80,734,272",(541) 984-6317,16/06/2025
CL-2282,Healthcare Solutions Inc,Healthcare,"$69,116,890.00",+1-815-903-1312,2021-06-28
CL-2283,Automotive Partners,Pharmaceuticals,"""50,787,936.00""",+1-474-915-2362,1679387679
CL-2284,Construction Solutions Inc,Manufacturing,22194143,(977) 916-1831,12/03/16
CL-2285,Real Estate Systems,Technology,46605075,(489) 244-9066,1750754079
CL-2286,Transportation Holdings Corp,Automotive,"€91,472,332",(228) 436-2077,25-Sep-2021
CL-2287,Transportation International,Banking,"""1,403,216.00""",329-232-4514,2022-09-23
CL-2288,Aerospace Solutions Inc,Pharmaceuticals,"88,770,504",831.378.9936,23/01/2022
CL-2289,Manufacturing Partners,Automotive,5463768,(698) 783-1213,2025-03-05
CL-2290,Real Estate Partners,Banking,"€6,917,502",447.690.9207,10/02/17
CL-2291,Aerospace Systems,Technology,"$31,202,787.00",602-702-8511,2025-08-10
CL-2292,Manufacturing Solutions Inc,Pharmaceuticals,67200246,520-461-3130,16/06/2023
CL-2293,Automotive Systems,Aerospace,"€89,783,880",+1-997-353-4585,2019-06-02
CL-2294,Pharmaceuticals Partners,Automotive,"$48,804,260.00",852-982-9863,06/02/23
CL-2295,Energy Partners,Energy,"$19,264,493.00",488-894-6480,05-Dec-2018
CL-2296,Finance International,Healthcare,"$57,840,903",+1-604-247-4783,06/05/22
CL-2297,Telecommunications Group LLC,Manufacturing,35337526,(225) 911-3065,28/08/20
CL-2298,Finance Group LLC,Automotive,"$95,009,322.00",(862) 822-3800,2023-12-14
CL-2299,Energy Solutions Inc,Healthcare,"$68,529,353",(748) 580-6444,1607589279
CL-2300,Telecommunications International,Energy,"""96,137,515.00""",+1-442-690-9765,10/04/2025
CL-2301,Finance International,Transportation,"""45,519,864.00""",+1-254-873-2572,2015-12-13
CL-2302,Retail International,Telecommunications,"€73,028,558",(434) 338-3547,1716971680
CL-2303,Finance Systems,Banking,15724522,(568) 791-4215,2025-02-05
CL-2304,Transportation Systems,Technology,"$30,396,033",333-934-8191,12-Apr-2016
CL-2305,Insurance Group LLC,Transportation,"""13,554,330.00""",248-616-5152,25/02/2021
CL-2306,Real Estate Holdings Corp,Real Estate,"79,458,610",(750) 429-3163,1728117280
CL-2307,Energy International,Technology,"€22,356,906",(743) 423-2955,2019-04-24
CL-2308,Finance Group LLC,Energy,"$11,893,092",(321) 629-8976,07/11/2016
CL-2309,Transportation Partners,Construction,"$6,446,471",(917) 603-3506,17-Jul-2021
CL-2310,Technology Holdings Corp,Aerospace,89050465,641.600.4216,07/06/2025
CL-2311,Technology Systems,Automotive,51590529,394-332-3767,18-Dec-2023
CL-2312,Insurance Partners,Retail,"47,106,831",+1-912-528-5367,01/07/2018
CL-2313,Aerospace Solutions Inc,Pharmaceuticals,"€55,702,301",(445) 941-6097,08/03/24
CL-2314,Insurance Group LLC,Manufacturing,97658966,391.574.1943,06-Sep-2022
CL-2315,Banking Group LLC,Insurance,"""11,560,999.00""",884-741-9183,1512117280
CL-2316,Technology Partners,Pharmaceuticals,"61,871,955",929.937.5395,03-May-2021
CL-2317,Technology Partners,Construction,"98,728,417",+1-591-265-8059,04-Mar-2019
CL-2318,Telecommunications Systems,Automotive,"77,864,684",513.720.2434,11-Feb-2022
CL-2319,Energy Holdings Corp,Energy,"$25,390,563",+1-213-664-5524,28/07/24
CL-2320,Construction Holdings Corp,Transportation,"€90,616,888",+1-757-797-4201,14-Nov-2022
CL-2321,Insurance Solutions Inc,Banking,"$77,043,905",+1-873-988-8502,18/03/2021
CL-2322,Construction Holdings Corp,Telecommunications,"$20,070,828.00",577-947-9994,28/06/24
CL-2323,Pharmaceuticals Holdings Corp,Construction,59108970,(465) 473-9160,2020-03-03
CL-2324,Manufacturing Systems,Insurance,30872087,663-335-8044,07/11/20
CL-2325,Technology Solutions Inc,Healthcare,"""85,463,186.00""",(356) 649-9798,2017-12-26
CL-2326,Construction Systems,Real Estate,"$98,910,252.00",516-390-6239,2024-05-27
CL-2327,Aerospace Systems,Retail,30208016,741-842-2422,13/04/17
CL-2328,Manufacturing Systems,Manufacturing,70537865,+1-380-938-1438,21-Feb-2017
CL-2329,Manufacturing Systems,Aerospace,"$32,491,678",+1-354-855-8253,2024-03-05
CL-2330,Real Estate Systems,Construction,"$48,518,285",(432) 633-7993,1682325280
CL-2331,Real Estate Solutions Inc,Telecommunications,"26,157,442",+1-709-323-9284,2021-06-23
CL-2332,Energy Solutions Inc,Finance,"87,544,417",(427) 771-3996,11/05/2016
CL-2333,Retail Holdings Corp,Real Estate,"$36,253,038",+1-414-421-3502,2024-05-15
CL-2334,Finance Holdings Corp,Technology,"€90,973,250",+1-779-357-4016,1458462880
CL-2335,Retail Holdings Corp,Manufacturing,"€53,292,747",(939) 690-5008,14-Feb-2023
CL-2336,Healthcare Group LLC,Technology,"""66,171,676.00""",(434) 772-5995,2018-05-03
CL-2337,Energy Group LLC,Insurance,"89,731,132",+1-493-879-7542,1741854880
CL-2338,Technology Partners,Banking,"""49,524,020.00""",(782) 274-3855,2022-04-08
CL-2339,Transportation Systems,Insurance,"""45,284,913.00""",217-783-2496,13/01/2021
CL-2340,Finance Solutions Inc,Insurance,"$1,070,858",218-459-3764,28/09/2016
CL-2341,Banking Systems,Finance,"$21,088,520.00",406-785-4991,1653294880
CL-2342,Real Estate Group LLC,Telecommunications,23142393,+1-695-436-2309,1611218080
CL-2343,Telecommunications International,Telecommunications,88073528,560.442.4407,24-Sep-2019
CL-2344,Telecommunications Systems,Automotive,"$86,487,860",(438) 327-3371,2022-01-31
CL-2345,Energy Holdings Corp,Insurance,76569997,(490) 691-1112,1535618080
CL-2346,Pharmaceuticals Partners,Telecommunications,"54,809,725",658.807.8375,02-Jul-2022
CL-2347,Construction Holdings Corp,Technology,"$4,094,200",561-522-4614,12/04/2021
CL-2348,Real Estate Partners,Finance,"€15,751,864",+1-779-865-6867,10-Dec-2015
CL-2349,Manufacturing International,Banking,"$97,504,673",+1-576-558-2804,01/10/25
CL-2350,Healthcare Holdings Corp,Retail,"39,920,575",773-783-6495,16/12/19
CL-2351,Technology Holdings Corp,Insurance,"""42,257,395.00""",274-512-2987,20-Nov-2017
CL-2352,Technology Group LLC,Real Estate,37190360,+1-470-217-9615,02/01/2016
CL-2353,Banking Partners,Aerospace,"78,258,340",857.989.9558,2018-05-03
CL-2354,Automotive Systems,Finance,16454302,979.244.8846,10-Mar-2016
CL-2355,Real Estate International,Manufacturing,"$17,865,926",210.243.5944,2025-06-03
CL-2356,Aerospace Solutions Inc,Retail,"""19,983,103.00""",+1-309-339-2880,28-Jul-2017
CL-2357,Retail Holdings Corp,Energy,"€46,282,621",(682) 202-8049,18-Oct-2018
CL-2358,Retail Holdings Corp,Technology,"$54,223,875",286.274.4650,28/06/21
CL-2359,Pharmaceuticals Systems,Transportation,"$5,494,343",399.517.8495,2016-03-20
CL-2360,Pharmaceuticals Partners,Retail,"€56,792,325",(909) 890-7492,07/03/2020
CL-2361,Aerospace Solutions Inc,Insurance,"€88,754,046",878.698.8178,2024-10-31
CL-2362,Manufacturing Solutions Inc,Construction,"""31,652,764.00""",248.367.3653,1572251680
CL-2363,Retail Group LLC,Retail,"$21,577,994",+1-209-339-1266,05/11/18
CL-2364,Retail Group LLC,Automotive,55799954,269-951-3012,1596357280
CL-2365,Aerospace Holdings Corp,Aerospace,"$34,436,784.00",+1-377-484-7065,12/06/2017
CL-2366,Real Estate Group LLC,Construction,"""4,898,137.00""",+1-933-334-1764,30/05/2023
CL-2367,Banking Group LLC,Real Estate,"$89,841,048",(499) 253-7116,25/11/2016
CL-2368,Transportation Partners,Construction,"""44,099,315.00""",623.308.3996,03/08/2016
CL-2369,Pharmaceuticals Partners,Insurance,"$46,564,019.00",(384) 359-6188,1583138080
CL-2370,Technology International,Banking,"$34,206,194",(842) 392-8395,2020-05-24
CL-2371,Real Estate International,Telecommunications,"""32,635,949.00""",(904) 766-7814,1515486880
CL-2372,Pharmaceuticals Group LLC,Insurance,"$21,273,667.00",801.834.5125,1637397280
CL-2373,Finance Partners,Finance,"$35,162,057",+1-770-665-3978,14/01/23
CL-2374,Energy Systems,Finance,"""92,952,459.00""",+1-805-861-7266,29/09/16
CL-2375,Real Estate Solutions Inc,Technology,"68,404,592",(711) 720-6416,2016-05-30
CL-2376,Energy International,Pharmaceuticals,"""10,579,312.00""",394-898-8343,1545467680
CL-2377,Aerospace Systems,Transportation,"""56,581,553.00""",389-663-9159,23/03/2023
CL-2378,Healthcare Partners,Energy,"$73,844,920",819.337.1455,25/11/2024
CL-2379,Manufacturing Partners,Healthcare,"6,642,716",+1-525-523-7590,1708418080
CL-2380,Technology Systems,Banking,6737190,(277) 543-5246,31/12/20
CL-2381,Pharmaceuticals International,Retail,"6,853,153",(747) 429-3572,2022-10-13
CL-2382,Banking Holdings Corp,Manufacturing,"$89,952,299.00",+1-928-581-9819,1449477280
CL-2383,Insurance International,Healthcare,"""72,247,910.00""",769-750-1958,2022-03-05
CL-2384,Transportation International,Aerospace,"60,357,007",691.450.6139,06-Sep-2018
CL-2385,Banking Solutions Inc,Insurance,"$59,430,937",(422) 503-3953,19/09/17
CL-2386,Automotive Holdings Corp,Finance,"$7,103,166",+1-826-459-9714,2022-08-26
CL-2387,Finance Partners,Real Estate,"82,793,674",(484) 789-9631,2019-03-06
CL-2388,Retail Partners,Automotive,"€56,005,289",(904) 963-3754,09/08/25
CL-2389,Telecommunications Partners,Retail,"""13,933,377.00""",+1-846-247-6351,18/10/2025
CL-2390,Banking Group LLC,Telecommunications,"€83,670,664",(997) 778-2023,03/12/23
CL-2391,Retail Group LLC,Transportation,"75,599,555",+1-824-594-4339,2023-07-09
CL-2392,Energy Partners,Finance,"34,263,469",(512) 995-2780,21/12/20
CL-2393,Healthcare Systems,Finance,"$69,196,270",(557) 391-8554,1503390880
CL-2394,Healthcare Systems,Energy,"€57,705,907",(940) 579-3736,14-May-2017
CL-2395,Finance Partners,Aerospace,"$60,672,487.00",671.715.2813,30/03/2021
CL-2396,Real Estate Group LLC,Pharmaceuticals,"€97,125,458",354-918-7402,15/08/16
CL-2397,Construction Solutions Inc,Aerospace,"$44,442,625",+1-515-831-9310,1603528480
CL-2398,Technology Group LLC,Banking,82581531,+1-474-842-8785,02/08/2025
CL-2399,Real Estate International,Insurance,"$54,198,173.00",775.203.8492,28/05/2020
CL-2400,Aerospace Holdings Corp,Construction,"38,017,197",398.822.9258,29-Dec-2024
CL-2401,Manufacturing Group LLC,Pharmaceuticals,"99,391,813",746.309.7239,27-Apr-2019
CL-2402,Insurance International,Automotive,"89,970,427",+1-603-210-6352,30/08/18
CL-2403,Energy Holdings Corp,Energy,"$81,776,162.00",757.383.5432,2025-02-25
CL-2404,Telecommunications Group LLC,Aerospace,"""45,275,746.00""",882-753-4882,1591346080
CL-2405,Transportation Partners,Finance,"$2,707,969.00",417-247-6651,23/04/2025
CL-2406,Retail Solutions Inc,Pharmaceuticals,"$52,996,292.00",771-467-4138,1658478880
CL-2407,Insurance Partners,Telecommunications,"88,728,424",(683) 365-7790,06-Jul-2024
CL-2408,Technology Holdings Corp,Retail,"34,831,592",809-244-7445,13/05/2024
CL-2409,Technology Solutions Inc,Finance,"$20,027,158",319-531-6639,03/01/17
CL-2410,Aerospace Solutions Inc,Healthcare,"€32,663,551",863-875-5831,1685867680
CL-2411,Technology Systems,Telecommunications,"$50,978,040",+1-815-647-6345,21-Feb-2019
CL-2412,Healthcare Group LLC,Construction,"""45,696,776.00""",(423) 304-3723,01/09/17
CL-2413,Construction Solutions Inc,Transportation,"€32,786,590",346-848-8590,08/02/2017
CL-2414,Banking Systems,Manufacturing,"$75,375,928",+1-385-798-6001,2022-03-13
CL-2415,Manufacturing Partners,Telecommunications,83536894,(268) 256-6504,23-Nov-2024
CL-2416,Real Estate Partners,Technology,"$37,137,452",983.574.4519,20/07/2020
CL-2417,Insurance Partners,Construction,"""48,836,153.00""",+1-919-784-8527,30-Apr-2019
CL-2418,Telecommunications Solutions Inc,Telecommunications,"27,204,095",(422) 631-2362,1717922080
CL-2419,Telecommunications International,Real Estate,"""75,734,631.00""",378-691-9901,27/01/25
CL-2420,Finance Solutions Inc,Manufacturing,93812834,534.876.4484,2022-05-30
CL-2421,Healthcare Holdings Corp,Construction,"$93,014,181",499-485-7250,1592814880
CL-2422,Energy International,Insurance,"$42,660,060",605-339-5209,2023-04-28
CL-2423,Aerospace Solutions Inc,Aerospace,"16,054,603",809-767-6575,19-Apr-2025
CL-2424,Healthcare International,Banking,"55,975,413",497.494.3788,26/05/2018
CL-2425,Manufacturing Partners,Aerospace,"""76,301,514.00""",993.702.6383,03/01/2016
CL-2426,Healthcare Partners,Finance,"63,110,699",+1-823-876-2212,22/08/2017
CL-2427,Automotive Holdings Corp,Real Estate,"""72,017,405.00""",+1-536-301-5356,26/06/2022
CL-2428,Banking Group LLC,Finance,"29,174,991",(549) 970-8117,01/12/2019
CL-2429,Manufacturing International,Transportation,"4,041,899",(872) 937-3734,25-Jul-2017
CL-2430,Energy Partners,Construction,"""28,880,490.00""",(291) 843-6129,12-May-2023
CL-2431,Energy Solutions Inc,Pharmaceuticals,"$17,355,844",+1-798-281-1170,21/05/19
CL-2432,Retail Systems,Healthcare,"$6,672,381.00",(906) 743-6375,28-May-2019
CL-2433,Finance Holdings Corp,Transportation,"$96,916,504",610-271-6623,1598949280
CL-2434,Manufacturing International,Banking,"$54,813,689",(414) 561-4964,1561019680
CL-2435,Technology Partners,Pharmaceuticals,"""12,535,774.00""",595-584-4922,2018-07-17
CL-2436,Retail Partners,Technology,"$6,715,975",720-445-8725,09/06/2018
CL-2437,Pharmaceuticals Partners,Insurance,"$1,628,942",(502) 381-9539,1640680480
CL-2438,Healthcare International,Transportation,"$44,396,592",542-748-5908,2018-09-21
CL-2439,Automotive Group LLC,Telecommunications,"""29,721,683.00""",+1-346-698-7876,30-Sep-2025
CL-2440,Healthcare International,Real Estate,"""31,858,901.00""",(416) 222-7746,15/03/2019
CL-2441,Finance International,Finance,"38,342,004",665.983.5417,16-Dec-2018
CL-2442,Construction Partners,Finance,"$61,869,451",(221) 857-7960,2022-11-09
CL-2443,Aerospace International,Retail,9724926,410-761-8698,25/02/20
CL-2444,Insurance Partners,Technology,"""2,868,922.00""",(296) 438-1138,15/07/2016
CL-2445,Telecommunications Group LLC,Finance,"""18,883,205.00""",(370) 240-5292,05/12/2021
CL-2446,Real Estate Group LLC,Real Estate,"""37,041,613.00""",267-220-1927,04/05/2017
CL-2447,Manufacturing Group LLC,Technology,"$87,335,090.00",(836) 694-6071,29/12/2024
CL-2448,Banking Systems,Aerospace,"€64,709,054",+1-599-461-7666,1708677280
CL-2449,Technology Solutions Inc,Finance,"€94,133,307",(419) 376-7868,07/08/18
CL-2450,Energy Solutions Inc,Telecommunications,29871875,212-352-9948,11/04/25
CL-2451,Manufacturing Group LLC,Aerospace,"$56,580,175",+1-271-784-6904,30-Sep-2017
CL-2452,Manufacturing Solutions Inc,Aerospace,"$13,855,332",(339) 541-1201,15/04/20
CL-2453,Finance Solutions Inc,Finance,28406435,779-242-9344,11/10/19
CL-2454,Insurance Holdings Corp,Automotive,"""96,287,234.00""",961-617-2832,1488357280
CL-2455,Technology Group LLC,Technology,"$8,220,051",+1-977-508-5802,1710923680
CL-2456,Finance Group LLC,Manufacturing,"$37,222,425.00",345.950.1278,15/05/17
CL-2457,Retail Systems,Automotive,"€57,460,869",+1-561-523-2546,1535099680
CL-2458,Telecommunications Solutions Inc,Banking,"€37,285,546",567.798.9848,2021-12-21
CL-2459,Healthcare Holdings Corp,Pharmaceuticals,"$79,039,848.00",374-640-9855,26-May-2016
CL-2460,Insurance International,Energy,18032459,588.260.1158,10/06/2023
CL-2461,Pharmaceuticals International,Construction,"76,773,305",+1-233-702-5777,2024-08-11
CL-2462,Banking International,Banking,"€53,752,683",840.330.4233,08/01/2019
CL-2463,Automotive International,Real Estate,"16,739,492",740.620.6219,30/04/23
CL-2464,Banking Systems,Retail,"$93,116,207",(214) 567-6387,2017-07-06
CL-2465,Telecommunications Partners,Telecommunications,"€40,150,077",(612) 664-4920,2017-07-01
CL-2466,Insurance Solutions Inc,Energy,"$78,798,642.00",+1-593-781-3494,1459240480
CL-2467,Aerospace Systems,Insurance,"$97,148,327.00",597.209.9876,1543480480
CL-2468,Automotive Solutions Inc,Retail,"81,091,105",+1-727-483-4590,1473323680
CL-2469,Transportation Solutions Inc,Telecommunications,"13,410,699",768.861.7051,31/05/18
CL-2470,Technology Systems,Pharmaceuticals,"$10,182,316",531.980.4918,08-Oct-2021
CL-2471,Aerospace Holdings Corp,Aerospace,"""79,115,343.00""",+1-614-642-8235,11/12/2017
CL-2472,Pharmaceuticals Systems,Transportation,"19,693,730",+1-293-905-9306,01/12/2017
CL-2473,Transportation Partners,Finance,"""5,520,546.00""",712.271.9140,20/11/19
CL-2474,Technology Group LLC,Energy,"$47,230,062.00",+1-208-501-2428,2020-09-28
CL-2475,Energy Solutions Inc,Pharmaceuticals,"""85,764,758.00""",778-218-5699,03/03/2022
CL-2476,Technology Partners,Automotive,"$4,158,362.00",+1-330-775-4969,27/03/25
CL-2477,Banking Systems,Aerospace,"$10,213,212.00",328.230.5333,26-Nov-2021
CL-2478,Energy Systems,Technology,"$41,998,348",+1-347-650-7864,2018-06-29
CL-2479,Retail Solutions Inc,Manufacturing,"€68,004,252",840-409-6064,10/10/2017
CL-2480,Energy International,Real Estate,"$22,901,903.00",967-895-3067,2022-04-11
CL-2481,Energy Systems,Construction,48121480,(356) 333-5522,01/01/2018
CL-2482,Real Estate Partners,Technology,"89,904,677",261.854.4402,19/01/2024
CL-2483,Real Estate Holdings Corp,Aerospace,"""17,851,582.00""",(478) 414-6039,15/03/2023
CL-2484,Healthcare Holdings Corp,Finance,"€34,927,264",969.564.3680,1548146080
CL-2485,Construction Solutions Inc,Pharmaceuticals,"€14,566,103",(827) 704-4204,2018-04-27
CL-2486,Retail Holdings Corp,Technology,"39,587,625",383.941.2061,1585038880
CL-2487,Insurance Solutions Inc,Construction,"$14,198,915.00",+1-244-386-2492,2016-09-06
CL-2488,Automotive Solutions Inc,Construction,"7,839,427",(961) 740-7944,09/05/2022
CL-2489,Retail Group LLC,Automotive,"$94,800,389.00",(808) 657-1810,31/07/23
CL-2490,Healthcare Group LLC,Construction,"€93,591,287",301-803-8645,09/04/20
CL-2491,Automotive Systems,Insurance,"35,677,903",863.491.8645,25/09/24
CL-2492,Manufacturing International,Retail,"$95,780,372.00",683-370-9658,02/07/24
CL-2493,Automotive Systems,Insurance,63806952,(308) 636-1450,01/08/24
CL-2494,Insurance International,Transportation,34730822,+1-993-323-9773,1591864480
CL-2495,Healthcare Solutions Inc,Construction,"$39,493,103.00",889.940.9995,2019-09-15
CL-2496,Construction Holdings Corp,Pharmaceuticals,19113144,390-366-2991,13/06/2023
CL-2497,Energy Systems,Technology,3674033,(898) 899-6841,23/06/2021
CL-2498,Manufacturing Solutions Inc,Healthcare,"$55,569,208",597-274-1072,2022-06-30
CL-2499,Insurance Group LLC,Transportation,"€29,438,227",+1-911-315-9817,16/12/2017
CL-2500,Automotive Holdings Corp,Automotive,"$58,054,128.00",(215) 523-4745,1549528480
CL-2501,Insurance Systems,Insurance,"""53,094,564.00""",+1-613-930-5015,03-Jan-2018
CL-2502,Automotive Holdings Corp,Healthcare,"""16,903,665.00""",+1-710-630-5252,19-Dec-2015
CL-2503,Manufacturing Holdings Corp,Telecommunications,"$19,363,097.00",(659) 704-6398,19/09/2019
CL-2504,Technology Group LLC,Manufacturing,"€86,831,138",+1-812-672-3634,30-Apr-2025
CL-2505,Banking Holdings Corp,Insurance,57754167,679.344.1600,1488530080
CL-2506,Telecommunications Partners,Construction,"""49,540,351.00""",+1-972-867-8875,2021-07-13
CL-2507,Retail International,Technology,"""25,925,895.00""",274.508.9245,2020-11-17
CL-2508,Manufacturing Holdings Corp,Finance,92972857,351.661.4046,01-Dec-2019
CL-2509,Pharmaceuticals Partners,Real Estate,"$20,302,769.00",+1-923-411-6542,1592901280
CL-2510,Finance Group LLC,Aerospace,"58,879,700",686-821-1853,28/09/2017
CL-2511,Pharmaceuticals Group LLC,Aerospace,"""8,722,133.00""",998.579.4855,1516523680
CL-2512,Banking Solutions Inc,Energy,81018084,639.463.1144,1460018080
CL-2513,Aerospace Partners,Telecommunications,"""96,385,847.00""",(460) 362-8148,14/01/2022
CL-2514,Finance Partners,Construction,"$55,014,743",+1-666-946-4379,07/06/17
CL-2515,Insurance Solutions Inc,Healthcare,50793666,636-821-2977,15-Jul-2018
CL-2516,Telecommunications Holdings Corp,Transportation,"39,782,228",(613) 790-4812,31/10/2022
CL-2517,Construction Group LLC,Aerospace,"€4,971,230",(623) 782-1227,1698309280
CL-2518,Telecommunications Solutions Inc,Energy,"$61,475,414.00",+1-421-282-7554,2020-08-18
CL-2519,Retail Group LLC,Aerospace,56468002,387-459-5581,22/06/16
CL-2520,Real Estate Partners,Insurance,"75,518,625",427-776-1532,12/10/25
CL-2521,Aerospace International,Banking,"15,592,917",+1-424-955-4684,01/01/18
CL-2522,Transportation International,Finance,"""53,025,032.00""",867-248-5890,1683448480
CL-2523,Finance Partners,Construction,"""75,217,674.00""",564.410.9015,1534062880
CL-2524,Telecommunications Partners,Construction,"€1,374,362",(707) 572-7763,2021-02-22
CL-2525,Automotive Group LLC,Aerospace,"""11,436,008.00""",443.834.1533,03/09/21
CL-2526,Retail Group LLC,Retail,"$1,880,540",+1-566-268-1667,2023-12-16
CL-2527,Banking Group LLC,Transportation,"€39,074,872",899-234-4703,26/02/2022
CL-2528,Transportation Group LLC,Retail,"$34,056,454",(806) 636-3166,2021-06-02
CL-2529,Technology Solutions Inc,Insurance,78817765,998.541.7435,2025-03-12
CL-2530,Energy Group LLC,Real Estate,"""65,575,117.00""",+1-802-580-5552,06/09/2020
CL-2531,Retail Partners,Aerospace,"$84,501,427.00",800-335-3962,1480149280
CL-2532,Energy Group LLC,Banking,"""37,784,982.00""",354-883-9334,2020-07-12
CL-2533,Real Estate Group LLC,Healthcare,"1,605,250",362.875.9733,08/06/19
CL-2534,Manufacturing Systems,Healthcare,"$45,542,152.00",+1-525-296-5438,11/11/2021
CL-2535,Pharmaceuticals Solutions Inc,Retail,"60,272,776",672.853.3288,25-May-2020
CL-2536,Telecommunications International,Healthcare,"""96,052,455.00""",(843) 891-6264,28/08/2016
CL-2537,Energy Partners,Automotive,"$78,118,971",440-975-3787,13/08/23
CL-2538,Telecommunications Systems,Banking,"$59,155,333.00",732.541.9248,03/10/2022
CL-2539,Energy Systems,Banking,"$19,116,129",218.957.9321,21-Apr-2021
CL-2540,Insurance Systems,Construction,"$99,933,742.00",+1-799-601-3765,2021-08-27
CL-2541,Banking Systems,Manufacturing,"""23,548,933.00""",+1-657-376-7736,2017-05-08
CL-2542,Finance Group LLC,Insurance,"12,702,378",(787) 379-1187,13/08/22
CL-2543,Energy Partners,Finance,"""36,202,115.00""",253-794-6919,09-Jul-2016
CL-2544,Retail International,Banking,"$7,697,766.00",788.424.5024,27/07/17
CL-2545,Real Estate Solutions Inc,Construction,80441626,205-911-1766,1683448480
CL-2546,Technology Partners,Energy,92950866,+1-256-685-8142,2017-06-12
CL-2547,Retail Partners,Manufacturing,27828136,+1-292-655-7973,18/10/22
CL-2548,Pharmaceuticals International,Automotive,"$38,998,956.00",+1-645-506-3248,06-Nov-2017
CL-2549,Banking Group LLC,Transportation,24981636,874.597.9574,20/08/20
CL-2550,Finance International,Technology,38237796,271.684.6370,2015-12-21
CL-2551,Aerospace Group LLC,Aerospace,"$41,235,754",+1-242-372-5702,2018-01-07
CL-2552,Technology Holdings Corp,Retail,"$45,995,300",713-598-5186,29-Nov-2016
CL-2553,Banking Group LLC,Manufacturing,"19,363,062",781-242-5601,24-Feb-2021
CL-2554,Aerospace Holdings Corp,Automotive,"""68,224,265.00""",840.520.8892,13/01/16
CL-2555,Automotive Solutions Inc,Aerospace,"30,578,165",(279) 468-8001,28-Jun-2020
CL-2556,Transportation International,Telecommunications,38018238,(252) 605-7146,1686990880
CL-2557,Real Estate Group LLC,Construction,"32,385,480",(268) 576-5864,2021-04-22
CL-2558,Transportation Systems,Real Estate,"$78,425,465.00",211.995.9470,2016-05-20
CL-2559,Energy Partners,Manufacturing,"$46,293,238",922.453.8277,06/06/25
CL-2560,Pharmaceuticals Partners,Real Estate,3986769,+1-682-917-2970,1472805280
CL-2561,Technology Solutions Inc,Pharmaceuticals,"3,166,903",662-720-9307,11/03/2017
CL-2562,Insurance Group LLC,Real Estate,"""56,661,439.00""",896-373-9438,2023-07-19
CL-2563,Finance Solutions Inc,Finance,"€8,876,259",774-632-2273,1669278880
CL-2564,Construction Solutions Inc,Finance,"$54,984,939",791-892-1242,13/04/2017
CL-2565,Healthcare International,Real Estate,"""57,194,219.00""",987-408-4823,17-Dec-2017
CL-2566,Energy International,Finance,"$22,170,843",+1-935-912-9774,02-Jul-2025
CL-2567,Technology Holdings Corp,Healthcare,82939357,(227) 589-3943,22/02/21
CL-2568,Aerospace International,Technology,"37,447,411",+1-724-960-5553,1679992480
CL-2569,Real Estate International,Energy,52856982,(856) 477-4633,2018-09-24
CL-2570,Insurance International,Transportation,"$88,784,963.00",536-201-4272,2020-02-09
CL-2571,Pharmaceuticals Holdings Corp,Energy,"$60,896,880.00",(408) 231-9407,22/12/15
CL-2572,Finance International,Telecommunications,"€74,855,692",988.503.5901,21/11/23
CL-2573,Aerospace Holdings Corp,Pharmaceuticals,"€25,676,025",(678) 846-5515,1535099680
CL-2574,Aerospace Partners,Banking,24017065,(615) 601-3169,2016-11-13
CL-2575,Real Estate Solutions Inc,Healthcare,"€57,543,141",+1-470-487-5412,28-Aug-2023
CL-2576,Construction Partners,Pharmaceuticals,"$11,901,565.00",+1-953-964-5837,1698914080
CL-2577,Healthcare Group LLC,Aerospace,"$62,542,767",209-387-5362,03/10/2021
CL-2578,Finance Holdings Corp,Automotive,"$51,389,714",(983) 906-6051,09-Apr-2022
CL-2579,Telecommunications Partners,Banking,"$38,363,712.00",+1-448-609-5456,21/03/18
CL-2580,Banking Partners,Technology,"$21,437,354",436-638-1629,16-Aug-2023
CL-2581,Manufacturing International,Finance,77094420,(882) 378-3210,06/09/16
CL-2582,Aerospace Group LLC,Aerospace,52517012,+1-274-664-7687,01/03/2021
