matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-1241,CL-1241,Retail Holdings Corp - Regulatory Inquiry,IP,13/10/22,Daniel Park,"€14,523"
MAT-1242,CL-1242,Manufacturing Group LLC - Contract Breach,Tax,24-Nov-2024,Lina Gomez,8K
MAT-1243,CL-1243,Energy International - Contract Breach,Litigation,18/10/21,Michael Brown,"$15,912.00"
MAT-1244,CL-1244,Technology Group LLC - Master Services Agreement Negotiation,Regulatory,1736498080,Hannah Lee,10K
MAT-1245,CL-1245,Manufacturing Holdings Corp - Contract Breach,IP,20/06/2024,Lina Gomez,"32,465"
MAT-1246,CL-1246,Finance Systems - Contract Breach,Contracts,1677746080,Lina Gomez,5861
MAT-1247,CL-1247,Pharmaceuticals Holdings Corp - Regulatory Inquiry,Corporate,14-Jun-2023,Lina Gomez,"$46,132"
MAT-1248,CL-1248,Healthcare Group LLC - Contract Breach,Tax,1684485280,Ayesha Khan,21K
MAT-1249,CL-1249,Aerospace Solutions Inc - Master Services Agreement Negotiation,M&A,1686472480,Daniel Park,"""44,714.00"""
MAT-1250,CL-1250,Transportation Partners - Master Services Agreement Negotiation,Tax,27/07/21,Michael Brown,33K
MAT-1251,CL-1251,Retail Group LLC - Regulatory Inquiry,Immigration,17/05/23,Robert Taylor,40K
MAT-1252,CL-1252,Banking Holdings Corp - Regulatory Inquiry,IP,1740472480,Robert Taylor,31283
MAT-1253,CL-1253,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,Tax,2025-11-29,Daniel Park,17K
MAT-1254,CL-1254,Transportation Partners - Contract Breach,Corporate,16/01/2024,Daniel Park,31071
MAT-1255,CL-1255,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Employment,19-Oct-2023,Sarah Chen,35929
MAT-1256,CL-1256,Pharmaceuticals Systems - Regulatory Inquiry,Contracts,26-Aug-2022,Michael Brown,13K
MAT-1257,CL-1257,Technology Solutions Inc v. ACME Corp - Employment Dispute,Litigation,2023-10-29,Ayesha Khan,10K
MAT-1258,CL-1258,Transportation Group LLC v. ACME Corp - Employment Dispute,Environmental,17/06/2022,Mark Thompson,41448
MAT-1259,CL-1259,Banking Solutions Inc - Contract Breach,Employment,29-Nov-2025,Michael Brown,36843
MAT-1260,CL-1260,Healthcare Solutions Inc - Master Services Agreement Negotiation,Tax,13-Apr-2022,Michael Brown,"$8,592.00"
MAT-1261,CL-1261,Energy Partners v. ACME Corp - Employment Dispute,Regulatory,1689496480,Ayesha Khan,34K
MAT-1262,CL-1262,Insurance International - Master Services Agreement Negotiation,Contracts,10-Aug-2023,Lina Gomez,48888
MAT-1263,CL-1263,Pharmaceuticals Holdings Corp - Master Services Agreement Negotiation,IP,2025-11-30,Robert Taylor,"$49,321.00"
MAT-1264,CL-1264,Pharmaceuticals Systems - Regulatory Inquiry,Immigration,2025-10-05,James Wilson,"$5,774"
MAT-1265,CL-1265,Manufacturing Holdings Corp - Regulatory Inquiry,M&A,07/04/2023,Robert Taylor,49962
MAT-1266,CL-1266,Healthcare Partners - Regulatory Inquiry,Employment,19-Feb-2022,Daniel Park,45K
MAT-1267,CL-1267,Automotive Group LLC - Contract Breach,Tax,14/04/22,Lina Gomez,"49,200"
MAT-1268,CL-1268,Telecommunications Holdings Corp - Contract Breach,Litigation,21/01/21,Robert Taylor,25265
MAT-1269,CL-1269,Construction Group LLC v. ACME Corp - Employment Dispute,Corporate,2021-08-21,Robert Taylor,48840
MAT-1270,CL-1270,Automotive International v. ACME Corp - Employment Dispute,Corporate,14-Apr-2025,Lina Gomez,18K
MAT-1271,CL-1271,Energy Holdings Corp - Regulatory Inquiry,Litigation,12/11/24,Mark Thompson,35053
MAT-1272,CL-1272,Technology Systems - Contract Breach,Corporate,2021-08-05,Robert Taylor,29K
MAT-1273,CL-1273,Banking International v. ACME Corp - Employment Dispute,Corporate,2021-03-22,Daniel Park,27511
MAT-1274,CL-1274,Technology Group LLC v. ACME Corp - Employment Dispute,Environmental,07/06/2021,Daniel Park,"€39,141"
MAT-1275,CL-1275,Insurance Systems v. ACME Corp - Employment Dispute,Immigration,23/06/2025,Emily Davis,22K
MAT-1276,CL-1276,Retail Systems v. ACME Corp - Employment Dispute,IP,28/04/21,Ayesha Khan,37K
MAT-1277,CL-1277,Automotive Partners v. ACME Corp - Employment Dispute,IP,2023-06-06,James Wilson,22K
MAT-1278,CL-1278,Insurance Systems - Regulatory Inquiry,Environmental,21-Jun-2023,Emily Davis,"$16,970"
MAT-1279,CL-1279,Telecommunications Group LLC - Master Services Agreement Negotiation,Contracts,2021-10-15,Michael Brown,11368
MAT-1280,CL-1280,Real Estate International - Master Services Agreement Negotiation,Immigration,1622968480,James Wilson,"€40,011"
MAT-1281,CL-1281,Technology Solutions Inc v. ACME Corp - Employment Dispute,Immigration,24/10/22,Robert Taylor,44089
MAT-1282,CL-1282,Automotive Systems - Master Services Agreement Negotiation,Litigation,2023-08-11,Robert Taylor,"€37,773"
MAT-1283,CL-1283,Manufacturing Solutions Inc - Master Services Agreement Negotiation,Regulatory,12/01/22,Lina Gomez,"€7,613"
MAT-1284,CL-1284,Energy Systems - Contract Breach,M&A,2023-12-24,Hannah Lee,"""48,430.00"""
MAT-1285,CL-1285,Technology Partners - Regulatory Inquiry,M&A,1618389280,Emily Davis,42646
MAT-1286,CL-1286,Telecommunications International v. ACME Corp - Employment Dispute,Environmental,23/07/2025,Hannah Lee,35K
MAT-1287,CL-1287,Finance Group LLC - Contract Breach,M&A,17/03/24,Michael Brown,5322
MAT-1288,CL-1288,Banking International v. ACME Corp - Employment Dispute,Tax,21/03/23,Mark Thompson,"$49,708.00"
MAT-1289,CL-1289,Aerospace Systems - Regulatory Inquiry,Corporate,08/05/2023,Mark Thompson,"$37,704.00"
MAT-1290,CL-1290,Construction Holdings Corp - Regulatory Inquiry,Litigation,1654677280,Hannah Lee,32K
MAT-1291,CL-1291,Technology Group LLC - Contract Breach,Immigration,15-May-2023,Robert Taylor,"""35,843.00"""
MAT-1292,CL-1292,Technology International - Contract Breach,Immigration,18/12/20,Lina Gomez,24327
MAT-1293,CL-1293,Pharmaceuticals Group LLC - Regulatory Inquiry,Employment,26-Feb-2025,Robert Taylor,"32,259"
MAT-1294,CL-1294,Real Estate Group LLC - Master Services Agreement Negotiation,Contracts,20-Jan-2024,Michael Brown,43104
MAT-1295,CL-1295,Telecommunications Systems - Master Services Agreement Negotiation,Immigration,07/10/2025,Robert Taylor,"""15,039.00"""
MAT-1296,CL-1296,Manufacturing Holdings Corp - Contract Breach,Tax,1721723680,Robert Taylor,48848
MAT-1297,CL-1297,Manufacturing International - Contract Breach,Litigation,23/10/22,Sarah Chen,"$13,919.00"
MAT-1298,CL-1298,Retail Solutions Inc v. ACME Corp - Employment Dispute,IP,15-Jan-2024,Sarah Chen,38977
MAT-1299,CL-1299,Aerospace International - Regulatory Inquiry,Corporate,08/03/25,Daniel Park,34459
MAT-1300,CL-1300,Insurance International - Regulatory Inquiry,Regulatory,2022-02-18,Michael Brown,"47,635"
MAT-1301,CL-1301,Automotive Group LLC - Contract Breach,Contracts,31/03/24,Lina Gomez,28078
MAT-1302,CL-1302,Aerospace International - Master Services Agreement Negotiation,Contracts,28/09/24,Mark Thompson,"37,213"
MAT-1303,CL-1303,Insurance Systems - Contract Breach,Immigration,14-Sep-2023,Daniel Park,10K
MAT-1304,CL-1304,Banking Solutions Inc - Contract Breach,Immigration,15-Jan-2023,James Wilson,29687
MAT-1305,CL-1305,Construction International - Master Services Agreement Negotiation,M&A,27/12/2022,Mark Thompson,"$15,829"
MAT-1306,CL-1306,Technology Holdings Corp - Contract Breach,Contracts,2024-12-16,Mark Thompson,33K
MAT-1307,CL-1307,Insurance Holdings Corp v. ACME Corp - Employment Dispute,M&A,13/08/2022,Sarah Chen,16K
MAT-1308,CL-1308,Healthcare Holdings Corp - Master Services Agreement Negotiation,Immigration,2023-05-27,Lina Gomez,26517
MAT-1309,CL-1309,Real Estate Partners - Contract Breach,Regulatory,08/05/21,Hannah Lee,10974
MAT-1310,CL-1310,Retail Systems - Contract Breach,IP,1611131680,Ayesha Khan,30010
MAT-1311,CL-1311,Banking International - Contract Breach,Tax,11/11/2022,Michael Brown,13K
MAT-1312,CL-1312,Telecommunications Solutions Inc - Regulatory Inquiry,Litigation,1681202080,Hannah Lee,39K
MAT-1313,CL-1313,Real Estate International - Contract Breach,Regulatory,19/11/25,Hannah Lee,"""34,414.00"""
MAT-1314,CL-1314,Energy Systems - Regulatory Inquiry,Employment,22/08/23,Daniel Park,"$48,636"
MAT-1315,CL-1315,Retail Holdings Corp - Regulatory Inquiry,Litigation,24/03/23,James Wilson,27K
MAT-1316,CL-1316,Aerospace Holdings Corp - Master Services Agreement Negotiation,Contracts,12-Feb-2023,Michael Brown,"$8,665"
MAT-1317,CL-1317,Automotive International - Contract Breach,Immigration,17/12/21,James Wilson,19308
MAT-1318,CL-1318,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Contracts,31-Oct-2022,Hannah Lee,34370
MAT-1319,CL-1319,Energy Systems - Regulatory Inquiry,M&A,21-Aug-2021,Daniel Park,"""26,696.00"""
MAT-1320,CL-1320,Construction Partners - Regulatory Inquiry,Immigration,1636101280,Robert Taylor,42935
MAT-1321,CL-1321,Construction International - Contract Breach,M&A,03/05/2025,Mark Thompson,"$36,239.00"
MAT-1322,CL-1322,Telecommunications International v. ACME Corp - Employment Dispute,Environmental,06/05/22,Sarah Chen,"31,196"
MAT-1323,CL-1323,Healthcare Partners - Master Services Agreement Negotiation,Litigation,04/07/2022,Sarah Chen,"€24,465"
MAT-1324,CL-1324,Manufacturing Holdings Corp - Regulatory Inquiry,Corporate,25/09/21,Michael Brown,18580
MAT-1325,CL-1325,Automotive Group LLC v. ACME Corp - Employment Dispute,Contracts,1668328480,Lina Gomez,"€28,085"
MAT-1326,CL-1326,Automotive Partners - Contract Breach,IP,22/03/2022,Daniel Park,"""15,595.00"""
MAT-1327,CL-1327,Construction Group LLC v. ACME Corp - Employment Dispute,Environmental,13-Feb-2022,Robert Taylor,"$15,463.00"
MAT-1328,CL-1328,Banking Systems v. ACME Corp - Employment Dispute,Corporate,2022-05-09,Daniel Park,18K
MAT-1329,CL-1329,Technology Group LLC - Regulatory Inquiry,IP,2021-02-05,Ayesha Khan,42743
MAT-1330,CL-1330,Energy Holdings Corp - Master Services Agreement Negotiation,Regulatory,14/02/2023,Emily Davis,29636
MAT-1331,CL-1331,Technology Solutions Inc - Master Services Agreement Negotiation,Litigation,2022-11-02,Sarah Chen,26K
MAT-1332,CL-1332,Finance Holdings Corp - Regulatory Inquiry,IP,13-Nov-2023,Mark Thompson,"$18,546"
MAT-1333,CL-1333,Technology Holdings Corp - Regulatory Inquiry,Corporate,1760862880,Michael Brown,46K
MAT-1334,CL-1334,Real Estate Systems - Contract Breach,Tax,1708245280,Mark Thompson,28K
MAT-1335,CL-1335,Insurance Systems v. ACME Corp - Employment Dispute,Litigation,04-Jan-2022,Michael Brown,"28,163"
MAT-1336,CL-1336,Manufacturing Group LLC v. ACME Corp - Employment Dispute,Environmental,03-Nov-2023,Robert Taylor,6665
MAT-1337,CL-1337,Finance Holdings Corp - Master Services Agreement Negotiation,Corporate,05-Oct-2022,Hannah Lee,"34,039"
MAT-1338,CL-1338,Aerospace Holdings Corp - Regulatory Inquiry,M&A,13/10/22,Mark Thompson,"€45,911"
MAT-1339,CL-1339,Retail Solutions Inc - Master Services Agreement Negotiation,Contracts,11/02/2025,James Wilson,34696
MAT-1340,CL-1340,Manufacturing Holdings Corp - Master Services Agreement Negotiation,Corporate,2025-05-18,James Wilson,"""44,993.00"""
MAT-1341,CL-1341,Banking Group LLC v. ACME Corp - Employment Dispute,Tax,2021-12-07,Lina Gomez,25949
MAT-1342,CL-1342,Telecommunications Group LLC - Contract Breach,Contracts,1653035680,Michael Brown,45826
MAT-1343,CL-1343,Healthcare Partners v. ACME Corp - Employment Dispute,Immigration,15-Feb-2025,Emily Davis,8714
MAT-1344,CL-1344,Transportation Solutions Inc - Regulatory Inquiry,Contracts,2021-07-06,Mark Thompson,23K
MAT-1345,CL-1345,Telecommunications Solutions Inc - Contract Breach,Contracts,2024-10-17,Robert Taylor,"20,306"
MAT-1346,CL-1346,Real Estate Systems - Master Services Agreement Negotiation,Employment,13-Jun-2021,Hannah Lee,41K
MAT-1347,CL-1347,Construction Holdings Corp v. ACME Corp - Employment Dispute,Contracts,2023-03-28,James Wilson,43207
MAT-1348,CL-1348,Banking Solutions Inc v. ACME Corp - Employment Dispute,M&A,06/07/22,Michael Brown,"$10,802"
MAT-1349,CL-1349,Aerospace International - Master Services Agreement Negotiation,M&A,2025-11-15,Sarah Chen,41286
MAT-1350,CL-1350,Energy International v. ACME Corp - Employment Dispute,M&A,13/06/24,Ayesha Khan,35K
MAT-1351,CL-1351,Insurance Solutions Inc - Regulatory Inquiry,Environmental,14/01/2022,Sarah Chen,35256
MAT-1352,CL-1352,Telecommunications International v. ACME Corp - Employment Dispute,Contracts,2024-07-30,Michael Brown,13416
MAT-1353,CL-1353,Energy Group LLC - Regulatory Inquiry,Contracts,08/06/25,Robert Taylor,37931
MAT-1354,CL-1354,Retail Partners v. ACME Corp - Employment Dispute,M&A,06/02/21,Robert Taylor,41K
MAT-1355,CL-1355,Pharmaceuticals Partners - Master Services Agreement Negotiation,Environmental,1666254880,Daniel Park,"""42,905.00"""
MAT-1356,CL-1356,Pharmaceuticals Holdings Corp - Master Services Agreement Negotiation,Contracts,06/04/2025,Ayesha Khan,49K
MAT-1357,CL-1357,Real Estate Solutions Inc - Regulatory Inquiry,Contracts,1645950880,Mark Thompson,17K
MAT-1358,CL-1358,Technology Group LLC - Regulatory Inquiry,Regulatory,1686386080,Mark Thompson,20302
MAT-1359,CL-1359,Technology Systems - Master Services Agreement Negotiation,M&A,16/03/2023,Mark Thompson,5743
MAT-1360,CL-1360,Transportation Systems - Contract Breach,Environmental,09-Dec-2020,Mark Thompson,24042
MAT-1361,CL-1361,Telecommunications Holdings Corp - Regulatory Inquiry,Regulatory,15-Jul-2021,Ayesha Khan,6K
MAT-1362,CL-1362,Aerospace Systems - Contract Breach,Litigation,06/10/2025,Sarah Chen,10020
MAT-1363,CL-1363,Insurance Group LLC - Contract Breach,Litigation,14/04/21,Daniel Park,34K
MAT-1364,CL-1364,Healthcare Group LLC - Master Services Agreement Negotiation,Tax,2024-08-25,Hannah Lee,29728
MAT-1365,CL-1365,Automotive International - Master Services Agreement Negotiation,Regulatory,26-Apr-2022,Michael Brown,"€11,083"
MAT-1366,CL-1366,Aerospace Partners - Contract Breach,IP,1630226080,Ayesha Khan,18485
MAT-1367,CL-1367,Banking Systems v. ACME Corp - Employment Dispute,IP,1703493280,Daniel Park,31K
MAT-1368,CL-1368,Manufacturing Partners - Regulatory Inquiry,Environmental,1612254880,Ayesha Khan,21241
MAT-1369,CL-1369,Automotive International v. ACME Corp - Employment Dispute,Tax,2021-10-03,Mark Thompson,"39,269"
MAT-1370,CL-1370,Transportation Solutions Inc - Master Services Agreement Negotiation,Employment,29/03/22,Lina Gomez,41663
MAT-1371,CL-1371,Automotive Group LLC - Master Services Agreement Negotiation,Regulatory,16/09/2024,Lina Gomez,31622
MAT-1372,CL-1372,Manufacturing Solutions Inc - Regulatory Inquiry,M&A,11/01/22,Emily Davis,45832
MAT-1373,CL-1373,Construction Group LLC - Contract Breach,Environmental,16/03/2021,Daniel Park,17K
MAT-1374,CL-1374,Technology Solutions Inc v. ACME Corp - Employment Dispute,Contracts,31-Oct-2022,James Wilson,22979
MAT-1375,CL-1375,Aerospace Solutions Inc - Contract Breach,Environmental,09-Sep-2022,Mark Thompson,6568
MAT-1376,CL-1376,Aerospace International - Regulatory Inquiry,Regulatory,20/02/23,Sarah Chen,40K
MAT-1377,CL-1377,Insurance Holdings Corp - Master Services Agreement Negotiation,Regulatory,27/07/24,Hannah Lee,7132
MAT-1378,CL-1378,Retail Systems v. ACME Corp - Employment Dispute,Tax,04-Jan-2023,James Wilson,"32,085"
MAT-1379,CL-1379,Aerospace International - Contract Breach,Tax,2025-05-14,Lina Gomez,20131
MAT-1380,CL-1380,Real Estate Systems - Contract Breach,Corporate,29/04/25,Ayesha Khan,"26,818"
MAT-1381,CL-1381,Healthcare Holdings Corp - Master Services Agreement Negotiation,Tax,16/09/2025,Sarah Chen,22049
MAT-1382,CL-1382,Pharmaceuticals Partners v. ACME Corp - Employment Dispute,Immigration,18-Apr-2025,Mark Thompson,21584
MAT-1383,CL-1383,Automotive Group LLC v. ACME Corp - Employment Dispute,Immigration,2021-12-15,Mark Thompson,"$19,036.00"
MAT-1384,CL-1384,Aerospace Solutions Inc - Master Services Agreement Negotiation,Immigration,2025-04-03,Sarah Chen,"$25,114"
MAT-1385,CL-1385,Technology Group LLC - Regulatory Inquiry,Employment,09-Jan-2023,Mark Thompson,"""31,192.00"""
MAT-1386,CL-1386,Construction International v. ACME Corp - Employment Dispute,M&A,14/12/2023,Sarah Chen,"$16,498"
MAT-1387,CL-1387,Transportation Solutions Inc - Regulatory Inquiry,Immigration,2021-02-26,Lina Gomez,37756
MAT-1388,CL-1388,Technology International v. ACME Corp - Employment Dispute,Regulatory,31-Dec-2020,Lina Gomez,46K
MAT-1389,CL-1389,Manufacturing Holdings Corp - Contract Breach,Litigation,02/07/21,Sarah Chen,6878
MAT-1390,CL-1390,Transportation Systems - Regulatory Inquiry,Employment,07/08/23,Robert Taylor,14K
MAT-1391,CL-1391,Insurance Systems v. ACME Corp - Employment Dispute,Corporate,1681202080,Robert Taylor,13238
MAT-1392,CL-1392,Construction International v. ACME Corp - Employment Dispute,Corporate,14/08/2024,Emily Davis,48K
MAT-1393,CL-1393,Real Estate Group LLC - Regulatory Inquiry,Tax,28/06/2021,Daniel Park,21950
MAT-1394,CL-1394,Aerospace Partners - Master Services Agreement Negotiation,Corporate,1758789280,James Wilson,"€9,563"
MAT-1395,CL-1395,Retail Group LLC v. ACME Corp - Employment Dispute,IP,17/05/24,Ayesha Khan,"€41,829"
MAT-1396,CL-1396,Healthcare Systems - Contract Breach,Tax,31/10/2025,Daniel Park,16K
MAT-1397,CL-1397,Energy International - Master Services Agreement Negotiation,Environmental,02/01/2021,James Wilson,"""24,980.00"""
MAT-1398,CL-1398,Energy Group LLC - Contract Breach,M&A,20-Sep-2021,Robert Taylor,33032
MAT-1399,CL-1399,Energy Partners v. ACME Corp - Employment Dispute,Employment,1615538080,Michael Brown,33516
MAT-1400,CL-1400,Pharmaceuticals Group LLC - Master Services Agreement Negotiation,Immigration,1762504480,Daniel Park,"$32,191"
MAT-1401,CL-1401,Finance Partners v. ACME Corp - Employment Dispute,M&A,01/09/22,Michael Brown,"$25,901"
MAT-1402,CL-1402,Transportation International - Regulatory Inquiry,Employment,05/12/21,Sarah Chen,41097
MAT-1403,CL-1403,Healthcare International - Master Services Agreement Negotiation,Immigration,2023-03-11,Robert Taylor,"$49,794.00"
MAT-1404,CL-1404,Real Estate International - Master Services Agreement Negotiation,IP,19-Oct-2022,Michael Brown,13K
MAT-1405,CL-1405,Automotive Systems - Master Services Agreement Negotiation,Litigation,25-Aug-2023,Michael Brown,"20,689"
MAT-1406,CL-1406,Construction Holdings Corp v. ACME Corp - Employment Dispute,Immigration,31-May-2025,Lina Gomez,"€16,385"
MAT-1407,CL-1407,Automotive Holdings Corp - Regulatory Inquiry,Contracts,14/10/2024,Emily Davis,36K
MAT-1408,CL-1408,Pharmaceuticals Holdings Corp - Contract Breach,Litigation,2022-03-24,Sarah Chen,42603
MAT-1409,CL-1409,Finance International v. ACME Corp - Employment Dispute,IP,1691224480,Hannah Lee,"€29,796"
MAT-1410,CL-1410,Technology Solutions Inc - Regulatory Inquiry,Employment,1704184480,Mark Thompson,9K
MAT-1411,CL-1411,Healthcare Solutions Inc - Master Services Agreement Negotiation,Immigration,12/05/2024,Robert Taylor,5132
MAT-1412,CL-1412,Automotive International v. ACME Corp - Employment Dispute,Corporate,29-Jun-2025,Mark Thompson,31K
MAT-1413,CL-1413,Pharmaceuticals Solutions Inc - Regulatory Inquiry,Employment,1661502880,Mark Thompson,"""8,955.00"""
MAT-1414,CL-1414,Automotive Holdings Corp - Contract Breach,Contracts,08/01/2021,Lina Gomez,"€18,951"
